208,15,85,500
209,16,85,500
210,52,86,500
211,59,86,500
212,21,87,500
213,45,88,500
214,7,89,500
215,26,89,500
216,8,90,500
217,54,90,500
218,55,90,500
219,1,91,500
220,20,91,500
221,58,91,500
222,7,92,500
223,24,92,500
224,59,92,500
225,64,92,500
226,13,93,500
227,61,93,500
228,9,94,500
229,39,94,500
230,50,95,500
231,52,95,500
232,42,96,500
233,7,97,500
234,16,97,500
235,46,97,500
236,6,98,500
237,44,98,500
238,36,99,500
239,49,99,500
240,59,99,500
241,34,100,500
242,37,100,500
243,3,101,500
244,7,101,500
245,29,101,500
246,64,101,500
247,65,101,500
248,1,102,500
249,14,103,500
250,15,103,500
251,10,104,500
252,12,104,500
253,22,104,500
254,47,104,500
255,5,105,500
256,2,106,500
257,7,106,500
258,52,106,500
259,59,106,500
260,4,107,500
261,16,108,500
262,21,108,500
263,61,108,500
264,64,108,500
265,7,109,500
266,24,109,500
267,32,109,500
268,42,109,500
269,58,109,500
270,1,110,500
271,20,110,500
272,18,111,500
273,57,111,500
274,59,111,500
275,8,112,500
276,6,113,500
277,50,113,500
278,7,114,500
279,33,114,500
280,13,115,500
281,35,115,500
282,37,115,500
283,46,115,500
284,52,115,500
285,67,115,500
286,15,116,500
287,23,116,500
288,64,116,500
289,59,117,500
290,7,118,500
291,9,118,500
292,63,118,500
293,1,119,500
294,16,120,500
295,3,121,500
296,7,122,500
297,42,122,500
298,55,122,500
299,14,123,500
300,43,124,500
301,52,124,500
302,59,124,500
303,64,124,500
304,66,124,500
305,29,125,500
306,61,125,500
307,10,126,500
308,24,126,500
309,31,126,500
310,7,127,500
311,1,128,500
312,20,128,500
313,49,128,500
314,58,128,500
315,45,129,500
316,65,129,500
317,6,130,500
318,25,130,500
319,34,130,500
320,21,131,500
321,59,131,500
322,7,132,500
323,15,132,500
324,26,132,500
325,37,132,500
326,50,132,500
327,8,133,500
328,16,133,500
329,64,133,500
330,47,134,500
331,52,134,500
332,2,135,500
333,42,135,500
334,46,135,500
335,7,136,500
336,13,137,500
337,1,138,500
338,4,138,500
339,59,138,500
340,7,139,500
341,61,139,500
342,11,140,500
343,64,140,500
344,24,141,500
345,32,141,500
346,44,141,500
347,3,142,500
348,27,142,500
349,30,142,500
350,6,143,500
351,9,143,500
352,14,143,500
353,16,143,500
354,52,143,500
355,57,143,500
356,59,143,500
357,5,144,500
358,7,144,500
359,20,145,500
360,37,145,500
361,58,145,500
362,1,146,500
363,7,147,500
364,42,147,500
365,54,147,500
366,67,147,500
367,15,148,500
368,64,148,500
369,29,149,500
370,50,149,500
371,59,149,500
372,10,150,500
373,7,151,500
374,18,151,500
375,46,151,500
376,55,151,500
377,8,152,500
378,21,152,500
379,52,152,500
380,16,153,500
381,59,153,500
382,61,153,500
383,1,154,500
384,7,154,500
385,13,154,500
386,24,155,500
387,64,155,500
388,6,156,500
389,42,156,500
390,49,156,500
391,7,157,500
392,23,157,500
393,35,157,500
394,63,157,500
395,65,157,500
396,39,158,500
397,52,158,500
398,59,158,500
399,37,159,500
400,3,160,500
401,20,160,500
402,34,160,500
403,58,160,500
404,47,161,500
405,7,162,500
406,14,162,500
407,15,162,500
408,64,162,500
409,1,163,500
410,9,163,500
411,2,164,500
412,16,164,500
413,46,165,500
414,50,165,500
415,59,165,500
416,4,166,500
417,7,167,500
418,52,168,500
419,32,169,500
420,61,169,500
421,24,170,500
422,42,170,500
423,64,170,500
424,7,171,500
425,21,171,500
426,29,171,500
427,45,171,500
428,57,172,500
429,59,172,500
430,1,173,500
431,6,173,500
432,26,173,500
433,8,174,500
434,10,175,500
435,13,175,500
436,37,175,500
437,67,175,500
438,7,176,500
439,16,177,500
440,15,178,500
441,52,178,500
442,20,179,500
443,58,179,500
444,59,179,500
445,64,179,500
446,7,180,500
447,5,181,500
448,31,181,500
449,1,182,500
450,3,182,500
451,44,182,500
452,55,182,500
453,7,183,500
454,42,183,500
455,46,183,500
456,14,184,500
457,50,184,500
458,24,185,500
459,59,185,500
460,61,185,500
461,66,185,500
462,52,186,500
463,7,187,500
464,64,187,500
465,9,188,500
466,6,189,500
467,16,189,500
468,49,189,500
469,65,190,500
470,7,191,500
471,34,191,500
472,37,191,500
473,1,192,500
474,18,193,500
475,21,193,500
476,47,193,500
477,48,193,500
478,59,193,500
479,8,194,500
480,13,194,500
481,15,194,500
482,63,194,500
483,7,195,500
484,29,195,500
485,42,195,500
486,52,195,500
487,64,195,500
488,4,196,500
489,20,196,500
490,58,197,500
491,23,198,500
492,2,199,500
493,7,199,500
494,59,199,500
495,1,200,500
496,16,200,500
497,61,200,500
498,10,201,500
499,11,201,500
500,24,201,500
501,32,201,500
502,35,201,500
503,3,202,500
504,7,203,500
505,27,203,500
506,30,203,500
507,50,203,500
508,64,203,500
509,14,204,500
510,46,204,500
511,6,205,500
512,52,205,500
513,57,205,500
514,59,206,500
515,7,207,500
516,37,208,500
517,54,208,500
518,67,208,500
519,42,209,500
520,1,210,500
521,15,210,500
522,7,211,500
523,16,211,500
524,64,211,500
525,9,212,500
526,59,212,500
527,21,213,500
528,45,214,500
529,52,214,500
530,7,215,500
531,13,215,500
532,20,215,500
533,36,215,500
534,58,215,500
535,26,216,500
536,55,216,500
537,61,216,500
538,8,217,500
539,49,217,500
540,24,218,500
541,59,219,500
542,1,220,500
543,6,220,500
544,7,220,500
545,29,220,500
546,64,220,500
547,50,221,500
548,39,222,500
549,46,222,500
550,3,223,500
551,16,223,500
552,42,223,500
553,65,223,500
554,5,224,500
555,37,224,500
556,52,224,500
557,7,225,500
558,34,225,500
559,15,226,500
560,47,226,500
561,59,226,500
562,10,227,500
563,14,227,500
564,44,227,500
565,64,228,500
566,1,229,500
567,7,229,500
568,4,230,500
569,59,231,500
570,61,231,500
571,7,232,500
572,52,232,500
573,63,232,500
574,20,233,500
575,24,233,500
576,32,233,500
577,58,233,500
578,2,234,500
579,12,234,500
580,16,234,500
581,18,234,500
582,21,234,500
583,22,234,500
584,42,235,500
585,64,235,500
586,6,236,500
587,13,236,500
588,7,237,500
589,9,237,500
590,57,237,500
591,1,238,500
592,37,238,500
593,50,238,500
594,59,238,500
595,46,239,500
596,67,240,500
597,8,241,500
598,15,241,500
599,23,241,500
600,7,242,500
601,31,242,500
602,33,242,500
603,52,242,500
604,66,242,500
605,64,243,500
606,3,244,500
607,29,244,500
608,35,244,500
609,43,244,500
610,59,244,500
611,7,245,500
612,16,246,500
613,14,247,500
614,42,247,500
615,49,247,500
616,61,247,500
617,1,248,500
618,55,248,500
619,7,249,500
620,20,249,500
621,24,249,500
622,52,250,500
623,59,250,500
624,64,250,500
625,6,251,500
626,58,251,500
627,7,252,500
628,10,252,500
629,25,252,500
630,37,252,500
631,65,252,500
632,45,253,500
633,21,254,500
634,34,254,500
635,50,254,500
636,13,255,500
637,15,255,500
638,16,255,500
639,26,255,500
640,47,255,500
641,1,256,500
642,7,256,500
643,46,256,500
644,59,256,500
645,52,257,500
646,64,257,500
647,4,258,500
648,8,258,500
649,42,258,500
650,9,259,500
651,7,260,500
652,11,260,500
653,61,260,500
654,5,261,500
655,27,261,500
656,30,261,500
657,32,261,500
658,3,262,500
659,44,262,500
660,59,262,500
661,7,263,500
662,24,263,500
663,1,264,500
664,57,264,500
665,2,265,500
666,6,265,500
667,14,265,500
668,16,265,500
669,54,265,500
670,64,265,500
671,20,266,500
672,52,266,500
673,7,267,500
674,37,267,500
675,58,267,500
676,29,268,500
677,59,268,500
678,67,269,500
679,18,270,500
680,42,271,500
681,63,271,500
682,7,272,500
683,15,272,500
684,50,272,500
685,1,273,500
686,13,273,500
687,64,273,500
688,21,274,500
689,46,274,500
690,59,274,500
691,61,274,500
692,7,275,500
693,49,275,500
694,52,275,500
695,55,276,500
696,10,277,500
697,16,277,500
698,7,278,500
699,8,278,500
700,24,278,500
701,23,279,500
702,39,279,500
703,6,280,500
704,59,280,500
705,64,280,500
706,65,280,500
707,7,281,500
708,42,281,500
709,1,282,500
710,3,282,500
711,9,282,500
712,37,282,500
713,47,282,500
714,52,283,500
715,58,283,500
716,14,284,500
717,20,284,500
718,7,285,500
719,15,285,500
720,35,285,500
721,59,285,500
722,4,286,500
723,16,287,500
724,34,287,500
725,50,288,500
726,61,288,500
727,64,288,500
728,7,289,500
729,32,289,500
730,46,290,500
731,59,290,500
732,1,291,500
733,29,291,500
734,13,292,500
735,31,292,500
736,52,292,500
737,7,293,500
738,57,293,500
739,21,294,500
740,24,294,500
741,42,294,500
742,45,294,500
743,2,295,500
744,6,295,500
745,26,296,500
746,64,296,500
747,7,297,500
748,37,297,500
749,59,297,500
750,8,298,500
751,16,298,500
752,67,299,500
753,1,300,500
754,5,300,500
755,58,300,500
756,66,300,500
757,7,301,500
758,10,301,500
759,15,301,500
760,44,302,500
761,52,302,500
762,20,303,500
763,3,304,500
764,14,304,500
765,59,304,500
766,49,305,500
767,61,305,500
768,64,305,500
769,7,306,500
770,55,306,500
771,42,307,500
772,50,308,500
773,1,309,500
774,9,309,500
775,7,310,500
776,16,310,500
777,18,310,500
778,46,310,500
779,48,310,500
780,59,311,500
781,63,311,500
782,65,311,500
783,24,312,500
784,6,313,500
785,52,313,500
786,64,314,500
787,7,315,500
788,13,315,500
789,37,315,500
790,47,316,500
791,15,317,500
792,21,317,500
793,4,318,500
794,29,318,500
795,59,318,500
796,1,319,500
797,58,319,500
798,7,320,500
799,34,320,500
800,8,321,500
801,11,321,500
802,23,321,500
803,42,321,500
804,16,322,500
805,20,322,500
806,61,322,500
807,54,323,500
808,64,323,500
809,7,324,500
810,32,324,500
811,52,324,500
812,57,325,500
813,59,325,500
814,2,326,500
815,10,326,500
816,14,326,500
817,30,326,500
818,50,327,500
819,3,328,500
820,24,328,500
821,27,328,500
822,35,328,500
823,46,328,500
824,1,329,500
825,7,329,500
826,67,330,500
827,6,331,500
828,37,332,500
829,59,332,500
830,64,332,500
831,7,333,500
832,52,334,500
833,15,335,500
834,16,335,500
835,42,335,500
